"DisplayName","DisplayVersion","Publisher","InstallDate"
"python313","3.13.7","Chocolatey",
"Q-SYS Designer 9.4","9.4.4","QSC, LLC","20230329"
"Q-SYS Designer 9.4","9.4.4","QSC, LLC",
"Quicken","27.1.64.35","Quicken","20201231"
"Raspberry Pi Imager","1.9.6","Raspberry Pi Ltd","20250916"
"Raspberry Pi Pico SDK v1.5.1","1.5.1","Raspberry Pi Ltd",
"Realtek Ethernet Controller Driver","11.11.1206.2022","Realtek","20230121"
"REAPER (x64)","7.46","Cockos Incorporated",
"Remoted iOS Simulator for Visual Studio","17.14.0.584","Microsoft Corporation","20251007"
"ROG FAN XPERT 4","1.00.10","ASUSTek Computer Inc.",
"ROG Live Service","2.4.26.0","ASUSTek COMPUTER INC.","20241227"
"ROGFontInstaller","1.0.0","ASUS","20230225"
"RootsMagic 11.0.2.0","RootsMagic 11.0.2.0 (32-bit)","RootsMagic, Inc.","20251004"
"RstDowngradeGuard","18.0.0.0","Intel Corporation","20230328"
"Samsung DeX","2.4.1.22","Samsung Electronics Co., Ltd.",
"Samsung DeX","2.4.1.22","Samsung Electronics Co., Ltd.","20250915"
"Samsung USB Driver for Mobile Phones","1.7.56.0","Samsung Electronics Co., Ltd.",
"SDK ARM64 Additions","10.1.26100.6901","Microsoft Corporation","20251111"
"SDK ARM64 Redistributables","10.1.26100.6901","Microsoft Corporation","20251111"
"Service Pack 3 for SQL Server 2014 (KB4022619) (64-bit)","12.3.6024.0","Microsoft Corporation","20221007"
"Silicon Labs USBXpress Host SDK","6.7.6","Silicon Laboratories Inc.","20240328"
"Smart Switch","4.3.24062.1","Samsung Electronics Co., Ltd.","20250831"
"Smart Switch","4.3.24062.1","Samsung Electronics Co., Ltd.","20250831"
"SQL Server 2014 Common Files","12.3.6024.0","Microsoft Corporation","20231020"
"SQL Server 2014 Common Files","12.3.6024.0","Microsoft Corporation","20221007"
"SQL Server 2014 Database Engine Services","12.3.6024.0","Microsoft Corporation","20221007"
"SQL Server 2014 Database Engine Services","12.3.6024.0","Microsoft Corporation","20231020"
"SQL Server 2014 Database Engine Shared","12.3.6024.0","Microsoft Corporation","20231020"
"SQL Server 2014 Database Engine Shared","12.3.6024.0","Microsoft Corporation","20221007"
"Sql Server Customer Experience Improvement Program","12.3.6024.0","Microsoft Corporation","20231020"
"SQL Server Management Studio","20.2.37.0","Microsoft Corp.","20250916"
"SQL Server Management Studio Language Pack - English","20.2.37.0","Microsoft Corp.","20250916"
"SQLite ODBC Driver for Win64 (remove only)",,,
"SSMS Post Install Tasks","20.2.37.0","Microsoft Corporation","20250916"
"Supply Chain Trust Tools ADK","10.1.26100.2454","Microsoft","20250916"
"Syslog Viewer version 2.27","2.27",,"20250529"
"terraform","1.13.1","Chocolatey",
"tesseract","5.5.0.20241111","Chocolatey",
"Tesseract-OCR - open source OCR engine","5.5.0.20241111","Tesseract-OCR community",
"The Dude",,,
"Toolkit Documentation","10.1.26100.2454","Microsoft","20250916"
"TreeSize Free V4.8.1","4.8.1","JAM Software","20251124"
"UEV Tools on amd64","10.1.26100.2454","Microsoft","20250916"
"UltraVNC","1.6.4.0","uvnc bvba","20250831"
"Universal Adb Driver","1.0.4","ClockworkMod","20220421"
"Universal CRT Extension SDK","10.1.26100.6901","Microsoft Corporation","20251111"
"Universal CRT Headers Libraries and Sources","10.1.26100.6901","Microsoft Corporation","20251111"
"Universal CRT Redistributable","10.0.26624","Microsoft Corporation","20201106"
"Universal CRT Redistributable","10.1.26100.6901","Microsoft Corporation","20251111"
"Universal CRT Tools x64","10.1.26100.6901","Microsoft Corporation","20251111"
"Universal CRT Tools x86","10.1.26100.6901","Microsoft Corporation","20251111"
"Universal General MIDI DLS Extension SDK","10.1.26100.6901","Microsoft Corporation","20251111"
"Universal Holtek RGB DRAM","1.0.0.7","PD",
"Universal Holtek RGB DRAM","1.0.0.7","PD","20241108"
"USBPcap 1.5.4.0","1.5.4.0","Tomasz Mon",
"User State Migration Tool (ClientCore)","10.1.26100.2454","Microsoft","20250916"
"User State Migration Tool (DesktopEditions)","10.1.26100.2454","Microsoft","20250916"
"User State Migration Tool (OnecoreUAP)","10.1.26100.2454","Microsoft","20250916"
"vcpp_crt.redist.clickonce","14.27.29112","Microsoft Corporation","20201106"
"vcpp_crt.redist.clickonce","14.44.35211","Microsoft Corporation","20250802"
"vcredist140","14.44.35211","Chocolatey",
"vcredist2015","14.0.24215.20170201","Chocolatey",
"ViewSonic vDisplay Manager2.0","2.4.0.11","ViewSonic ","20210522"
"ViewSonic vDisplay Manager2.0","2.4.0.11","ViewSonic ","20210522"
"ViewSonic Windows 10 64bit Signed Files",,,
"Visual C++ Library CRT Appx Package","14.44.35208","Microsoft Corporation","20250802"
"Visual C++ Library CRT Appx Package","14.44.35208","Microsoft Corporation","20250802"
"Visual C++ Library CRT Appx Resource Package","14.44.35208","Microsoft Corporation","20250802"
"Visual C++ Library CRT ARM64 Appx Package","14.44.35208","Microsoft Corporation","20250802"
"Visual C++ Library CRT Desktop Appx Package","14.44.35208","Microsoft Corporation","20250802"
"Visual C++ Library CRT Desktop Appx Package","14.44.35208","Microsoft Corporation","20250802"
"Visual C++ Library CRT Desktop Appx Package","14.44.35208","Microsoft Corporation","20250802"
"Visual Profiler","11.2","NVIDIA Corporation","20201226"
"Visual Studio 2017 Isolated Shell for SSMS","15.0.28307.421","Microsoft Corporation","20250222"
"Visual Studio Build Tools 2022","17.14.22 (December 2025)","Microsoft Corporation","20251214"
"Visual Studio Professional 2022 (2)","17.14.20","Microsoft Corporation","20251008"
"visualstudio-installer","2.0.3","Chocolatey",
"visualstudio2019-workload-vctools","1.0.1","Chocolatey",
"visualstudio2019buildtools","16.11.49","Chocolatey",
"VLC media player","3.0.20","VideoLAN",
"VS Immersive Activate Helper","17.0.157.0","Microsoft Corporation","20250106"
"VS Script Debugging Common","17.0.157.0","Microsoft Corporation","20250106"
"vs_clickoncebootstrappermsi","17.14.36015","Microsoft Corporation","20250802"
"vs_clickoncebootstrappermsires","17.14.36015","Microsoft Corporation","20250802"
"vs_clickoncesigntoolmsi","17.14.36015","Microsoft Corporation","20250802"
"vs_communitymsires","17.14.36015","Microsoft Corporation","20250802"
"vs_communitysharedmsi","17.14.36025","Microsoft Corporation","20250802"
"vs_communityx64msi","17.14.36025","Microsoft Corporation","20250802"
"vs_CoreEditorFonts","17.7.40001","Microsoft Corporation","20231016"
"vs_devenvsharedmsi","17.14.36015","Microsoft Corporation","20250802"
"vs_devenx64vmsi","17.14.36015","Microsoft Corporation","20250802"
"vs_filehandler_amd64","17.14.36024","Microsoft Corporation","20250802"
"vs_filehandler_x86","17.14.36024","Microsoft Corporation","20250802"
"vs_FileTracker_Singleton","17.14.36015","Microsoft Corporation","20250802"
"vs_githubprotocolhandlermsi","17.14.36015","Microsoft Corporation","20250802"
"vs_Graphics_Singletonx64","17.14.36015","Microsoft Corporation","20250802"
"vs_Graphics_Singletonx86","17.14.36015","Microsoft Corporation","20250802"
"vs_minshellinteropsharedmsi","17.14.36015","Microsoft Corporation","20250802"
"vs_minshellinteropx64msi","17.14.36015","Microsoft Corporation","20250802"
"vs_minshellmsires","17.14.36015","Microsoft Corporation","20250802"
"vs_minshellsharedmsi","17.14.36024","Microsoft Corporation","20250802"
"vs_minshellx64msi","17.14.36301","Microsoft Corporation","20250802"
"vs_SQLClickOnceBootstrappermsi","17.14.36015","Microsoft Corporation","20250802"
"vs_tipsmsi","17.14.36015","Microsoft Corporation","20250802"
"vs_vswebprotocolselectormsi","17.14.36323","Microsoft Corporation","20250802"
"WD_BLACK AN1500","1.0.14.0","ENE TECHNOLOGY INC.","20220414"
"WD_BLACK AN1500","1.0.14.0","ENE TECHNOLOGY INC.",
"Winamp","5.92.0","Winamp SA",
"WinAppDeploy","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows 11 Installation Assistant","1.4.19041.6448","Microsoft Corporation",
"Windows App Certification Kit Native Components","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows App Certification Kit SupportedApiList x86","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows App Certification Kit x64","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows App Certification Kit x64 (OnecoreUAP)","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows Assessment and Deployment Kit","10.1.26100.2454","Microsoft Corporation",
"Windows Deployment Customizations","10.1.26100.2454","Microsoft","20250916"
"Windows Deployment Image Servicing and Management - Headers and Libraries","10.1.26100.2454","Microsoft","20250916"
"Windows Deployment Image Servicing and Management Tools (DesktopEditions)","10.1.26100.2454","Microsoft","20250916"
"Windows Deployment Image Servicing and Management Tools (OnecoreUAP)","10.1.26100.2454","Microsoft","20250916"
"Windows Deployment Tools","10.1.26100.2454","Microsoft","20250916"
"Windows Deployment Tools Environment","10.1.26100.2454","Microsoft","20250916"
"Windows Desktop Extension SDK","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows Desktop Extension SDK Contracts","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows Driver Package - Cambridge Silicon Radio Ltd. (CSRBC) USB  (11/19/2021 4.0.2.0)","11/19/2021 4.0.2.0","Cambridge Silicon Radio Ltd.",
"Windows Driver Package - Canon U.S.A., Inc. (WUDFRd) Camera  (01/05/2024 17.21.59.264)","01/05/2024 17.21.59.264","Canon U.S.A., Inc.",
"Windows Driver Package - Corsair Components, Inc. (SIUSBXP) USB  (07/14/2017 3.3)","07/14/2017 3.3","Corsair Components, Inc.",
"Windows Driver Package - Dimension Engineering USB Serial Converter (11/11/2016 1.0.3.21)","11/11/2016 1.0.3.21","Dimension Engineering",
"Windows Driver Package - Plantronics, Inc. (usbser.ntamd64) Ports  (04/21/2009 5.1)","04/21/2009 5.1","Plantronics, Inc.",
"Windows Driver Package - Silicon Laboratories Inc. (silabser) Ports  (05/23/2018 6.7.6.2130)","05/23/2018 6.7.6.2130","Silicon Laboratories Inc.",
"Windows Driver Package - Silicon Laboratories Inc. (silabser) Ports  (06/13/2018 6.7.6.2130)","06/13/2018 6.7.6.2130","Silicon Laboratories Inc.",
"Windows IoT Extension SDK","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows IoT Extension SDK Contracts","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows Mobile Extension SDK","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows Mobile Extension SDK Contracts","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows PC Health Check","4.0.2410.23001","Microsoft Corporation","20250831"
"Windows SDK","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK AddOn","10.1.0.0","Microsoft Corporation","20200728"
"Windows SDK ARM64 Desktop Tools","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Desktop Headers arm64","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Desktop Headers x64","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Desktop Headers x86","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Desktop Libs arm64","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Desktop Libs x64","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Desktop Libs x86","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Desktop Tools arm64","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Desktop Tools x64","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Desktop Tools x86","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK DirectX x64 Remote","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK DirectX x86 Remote","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK EULA","10.1.26100.6901","Microsoft Corporations","20251111"
"Windows SDK Facade Windows WinMD Versioned","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK for Windows Store Apps","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK for Windows Store Apps Contracts","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK for Windows Store Apps DirectX x86 Remote","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK for Windows Store Apps Headers","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK for Windows Store Apps Headers OnecoreUap","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK for Windows Store Apps Libs","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK for Windows Store Apps Metadata","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK for Windows Store Apps Tools","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK for Windows Store Managed Apps Libs","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Modern Non-Versioned Developer Tools","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Modern Versioned Developer Tools","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK OnecoreUap Headers arm64","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK OnecoreUap Headers x64","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK OnecoreUap Headers x86","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Redistributables","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows SDK Signing Tools","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows Setup Files (ClientCore)","10.1.26100.2454","Microsoft","20250916"
"Windows Setup Files (DesktopEditions)","10.1.26100.2454","Microsoft","20250916"
"Windows Setup Files (Holographic)","10.1.26100.2454","Microsoft","20250916"
"Windows Setup Files (OnecoreUAP)","10.1.26100.2454","Microsoft","20250916"
"Windows Setup Files (ShellCommon)","10.1.26100.2454","Microsoft","20250916"
"Windows Software Development Kit - Windows 10.0.22621.3233","10.1.22621.3233","Microsoft Corporation",
"Windows Software Development Kit - Windows 10.0.26100.4188","10.1.26100.4188","Microsoft Corporation",
"Windows Software Development Kit - Windows 10.0.26100.6901","10.1.26100.6901","Microsoft Corporation",
"Windows Subsystem for Linux","2.1.5.0","Microsoft Corporation","20240428"
"Windows Subsystem for Linux Update","5.10.102.1","Microsoft Corporation","20230927"
"Windows System Image Manager","10.1.26100.2454","Microsoft","20250916"
"Windows Team Extension SDK","10.1.26100.6901","Microsoft Corporation","20251111"
"Windows Team Extension SDK Contracts","10.1.26100.6901","Microsoft Corporation","20251111"
"windows_toolscorepkg","17.14.36015","Microsoft Corporation","20250802"
"WinRT Intellisense Desktop - en-us","10.1.26100.6901","Microsoft Corporation","20251111"
"WinRT Intellisense Desktop - Other Languages","10.1.26100.6901","Microsoft Corporation","20251111"
"WinRT Intellisense IoT - en-us","10.1.26100.6901","Microsoft Corporation","20251111"
"WinRT Intellisense IoT - Other Languages","10.1.26100.6901","Microsoft Corporation","20251111"
"WinRT Intellisense Mobile - en-us","10.1.26100.6901","Microsoft Corporation","20251111"
"WinRT Intellisense PPI - en-us","10.1.26100.6901","Microsoft Corporation","20251111"
"WinRT Intellisense PPI - Other Languages","10.1.26100.6901","Microsoft Corporation","20251111"
"WinRT Intellisense UAP - en-us","10.1.26100.6901","Microsoft Corporation","20251111"
"WinRT Intellisense UAP - Other Languages","10.1.26100.6901","Microsoft Corporation","20251111"
"WinSCP 6.5.3","6.5.3","Martin Prikryl","20250915"
"Wireshark 4.4.9 x64","4.4.9","The Wireshark developer community, https://www.wireshark.org",
"WLED","0.7.1.0","Woody","20250917"
"Wondershare Creative Center(Build 1.0.15.0)","1.0.15","Wondershare","20231114"
"Wondershare DemoCreator 8(Build 8.8.4)",,"Wondershare Software","20250921"
"Wondershare DemoCreator Spark(Build 6.9.1)",,"Wondershare Software","20240105"
"Wondershare Filmora Template Mode (Beta)(Build 1.5.0)",,"Wondershare Software","20210920"
"Wondershare Helper Compact 2.6.0","2.6.0","Wondershare","20241111"
"Wondershare UniConverter 15(Build 15.7.3.47)","15.7.3.47","Wondershare Software","20250831"
"WPT Redistributables","10.1.26100.2454","Microsoft","20250916"
"WPTx64 (DesktopEditions)","10.1.26100.2454","Microsoft","20250916"
"WPTx64 (OnecoreUAP)","10.1.26100.2454","Microsoft","20250916"
"XnConvert (x64)","1.105.0.0","Pierre-e Gougelet","20250915"
"XnView MP (x64)","1.9.8.0","Pierre-e Gougelet","20251205"
"ZEERAY Hal","1.00.19","Feihui Lighting Technology (Shanghai) Co., Ltd.",
"ZEERAY Hal","1.00.19","Feihui Lighting Technology (Shanghai) Co., Ltd.","20241108"
